Date,PercentOfBaseline,State
9/13/2020,37,Ontario
9/13/2020,76,Ontario
9/13/2020,100,Quebec
9/13/2020,61,Quebec
9/13/2020,71,California
9/13/2020,40,California
9/13/2020,55,Colorado
9/13/2020,73,Florida
9/13/2020,57,Georgia
9/13/2020,82,Hawaii
9/13/2020,66,Illinois
9/13/2020,63,Massachusetts
9/13/2020,53,Michigan
9/13/2020,79,North Carolina
9/13/2020,100,New Jersey
9/13/2020,32,Nevada
9/13/2020,45,New York
9/13/2020,84,New York
9/13/2020,69,Texas
9/13/2020,46,Virginia
9/13/2020,66,Washington
9/14/2020,18,New South Wales
9/14/2020,47,Santiago Province
9/14/2020,100,Alberta
9/14/2020,97,Alberta
9/14/2020,90,British Columbia
9/14/2020,100,Manitoba
9/14/2020,63,Nova Scotia
9/14/2020,74,Ontario
9/14/2020,100,Ontario
9/14/2020,100,Quebec
9/14/2020,87,Quebec
9/14/2020,75,California
9/14/2020,49,California
9/14/2020,63,Colorado
9/14/2020,69,Florida
9/14/2020,66,Georgia
9/14/2020,89,Hawaii
9/14/2020,78,Illinois
9/14/2020,69,Massachusetts
9/14/2020,50,Michigan
9/14/2020,97,North Carolina
9/14/2020,100,New Jersey
9/14/2020,45,Nevada
9/14/2020,65,New York
9/14/2020,71,New York
9/14/2020,98,Texas
9/14/2020,83,Virginia
9/14/2020,66,Washington
9/15/2020,19,New South Wales
9/15/2020,54,Santiago Province
9/15/2020,100,Alberta
9/15/2020,92,Alberta
9/15/2020,83,British Columbia
9/15/2020,100,Manitoba
9/15/2020,58,Nova Scotia
9/15/2020,71,Ontario
9/15/2020,100,Ontario
9/15/2020,100,Quebec
9/15/2020,90,Quebec
9/15/2020,83,California
9/15/2020,65,California
9/15/2020,70,Colorado
9/15/2020,79,Florida
9/15/2020,62,Georgia
9/15/2020,90,Hawaii
9/15/2020,75,Illinois
9/15/2020,65,Massachusetts
9/15/2020,58,Michigan
9/15/2020,99,North Carolina
9/15/2020,100,New Jersey
9/15/2020,54,Nevada
9/15/2020,62,New York
9/15/2020,64,New York
9/15/2020,95,Texas
9/15/2020,81,Virginia
9/15/2020,61,Washington
9/16/2020,18,New South Wales
9/16/2020,53,Santiago Province
9/16/2020,99,Alberta
9/16/2020,77,Alberta
9/16/2020,85,British Columbia
9/16/2020,98,Manitoba
9/16/2020,50,Nova Scotia
9/16/2020,75,Ontario
9/16/2020,100,Ontario
9/16/2020,100,Quebec
9/16/2020,88,Quebec
9/16/2020,75,California
9/16/2020,50,California
9/16/2020,72,Colorado
9/16/2020,77,Florida
9/16/2020,62,Georgia
9/16/2020,86,Hawaii
9/16/2020,77,Illinois
9/16/2020,75,Massachusetts
9/16/2020,55,Michigan
9/16/2020,100,North Carolina
9/16/2020,100,New Jersey
9/16/2020,54,Nevada
9/16/2020,69,New York
9/16/2020,58,New York
9/16/2020,96,Texas
9/16/2020,73,Virginia
9/16/2020,77,Washington
9/17/2020,17,New South Wales
9/17/2020,31,Santiago Province
9/17/2020,99,Alberta
9/17/2020,60,Alberta
9/17/2020,88,British Columbia
9/17/2020,100,Manitoba
9/17/2020,62,Nova Scotia
9/17/2020,77,Ontario
9/17/2020,100,Ontario
9/17/2020,100,Quebec
9/17/2020,90,Quebec
9/17/2020,77,California
9/17/2020,54,California
9/17/2020,71,Colorado
9/17/2020,73,Florida
9/17/2020,60,Georgia
9/17/2020,82,Hawaii
9/17/2020,78,Illinois
9/17/2020,62,Massachusetts
9/17/2020,55,Michigan
9/17/2020,88,North Carolina
9/17/2020,100,New Jersey
9/17/2020,51,Nevada
9/17/2020,67,New York
9/17/2020,57,New York
9/17/2020,94,Texas
9/17/2020,63,Virginia
9/17/2020,70,Washington
9/18/2020,16,New South Wales
9/18/2020,12,Santiago Province
9/18/2020,100,Alberta
9/18/2020,82,Alberta
9/18/2020,87,British Columbia
9/18/2020,100,Manitoba
9/18/2020,49,Nova Scotia
9/18/2020,64,Ontario
9/18/2020,100,Ontario
9/18/2020,100,Quebec
9/18/2020,85,Quebec
9/18/2020,75,California
9/18/2020,69,California
9/18/2020,81,Colorado
9/18/2020,77,Florida
9/18/2020,61,Georgia
9/18/2020,85,Hawaii
9/18/2020,75,Illinois
9/18/2020,75,Massachusetts
9/18/2020,47,Michigan
9/18/2020,81,North Carolina
9/18/2020,100,New Jersey
9/18/2020,56,Nevada
9/18/2020,73,New York
9/18/2020,55,New York
9/18/2020,97,Texas
9/18/2020,69,Virginia
9/18/2020,75,Washington
9/19/2020,26,New South Wales
9/19/2020,94,Alberta
9/19/2020,72,Alberta
9/19/2020,70,British Columbia
9/19/2020,60,Manitoba
9/19/2020,14,Nova Scotia
9/19/2020,46,Ontario
9/19/2020,94,Ontario
9/19/2020,78,Quebec
9/19/2020,75,Quebec
9/19/2020,76,California
9/19/2020,49,California
9/19/2020,50,Colorado
9/19/2020,52,Florida
9/19/2020,63,Georgia
9/19/2020,79,Hawaii
9/19/2020,77,Illinois
9/19/2020,63,Massachusetts
9/19/2020,50,Michigan
9/19/2020,93,North Carolina
9/19/2020,100,New Jersey
9/19/2020,36,Nevada
9/19/2020,78,New York
9/19/2020,71,New York
9/19/2020,80,Texas
9/19/2020,54,Virginia
9/19/2020,51,Washington
9/20/2020,16,New South Wales
9/20/2020,23,Santiago Province
9/20/2020,100,Alberta
9/20/2020,51,Alberta
9/20/2020,60,British Columbia
9/20/2020,61,Manitoba
9/20/2020,38,Ontario
9/20/2020,99,Ontario
9/20/2020,92,Quebec
9/20/2020,54,Quebec
9/20/2020,71,California
9/20/2020,48,California
9/20/2020,54,Colorado
9/20/2020,60,Florida
9/20/2020,63,Georgia
9/20/2020,89,Hawaii
9/20/2020,62,Illinois
9/20/2020,56,Massachusetts
9/20/2020,38,Michigan
9/20/2020,84,North Carolina
9/20/2020,100,New Jersey
9/20/2020,29,Nevada
9/20/2020,52,New York
9/20/2020,76,New York
9/20/2020,70,Texas
9/20/2020,66,Virginia
9/20/2020,54,Washington
9/21/2020,15,New South Wales
9/21/2020,36,Santiago Province
9/21/2020,100,Alberta
9/21/2020,68,Alberta
9/21/2020,92,British Columbia
9/21/2020,100,Manitoba
9/21/2020,83,Nova Scotia
9/21/2020,74,Ontario
9/21/2020,100,Ontario
9/21/2020,100,Quebec
9/21/2020,86,Quebec
9/21/2020,79,California
9/21/2020,61,California
9/21/2020,68,Colorado
9/21/2020,76,Florida
9/21/2020,63,Georgia
9/21/2020,94,Hawaii
9/21/2020,81,Illinois
9/21/2020,70,Massachusetts
9/21/2020,44,Michigan
9/21/2020,87,North Carolina
9/21/2020,100,New Jersey
9/21/2020,48,Nevada
9/21/2020,75,New York
9/21/2020,72,New York
9/21/2020,95,Texas
9/21/2020,69,Virginia
9/21/2020,69,Washington
9/22/2020,16,New South Wales
9/22/2020,47,Santiago Province
9/22/2020,100,Alberta
9/22/2020,90,Alberta
9/22/2020,87,British Columbia
9/22/2020,100,Manitoba
9/22/2020,72,Nova Scotia
9/22/2020,74,Ontario
9/22/2020,100,Ontario
9/22/2020,100,Quebec
9/22/2020,89,Quebec
9/22/2020,78,California
9/22/2020,66,California
9/22/2020,69,Colorado
9/22/2020,73,Florida
9/22/2020,63,Georgia
9/22/2020,90,Hawaii
9/22/2020,83,Illinois
9/22/2020,71,Massachusetts
9/22/2020,49,Michigan
9/22/2020,100,North Carolina
9/22/2020,100,New Jersey
9/22/2020,56,Nevada
9/22/2020,66,New York
9/22/2020,72,New York
9/22/2020,87,Texas
9/22/2020,74,Virginia
9/22/2020,72,Washington
9/23/2020,17,New South Wales
9/23/2020,44,Santiago Province
9/23/2020,97,Alberta
9/23/2020,72,Alberta
9/23/2020,87,British Columbia
9/23/2020,100,Manitoba
9/23/2020,38,Nova Scotia
9/23/2020,70,Ontario
9/23/2020,100,Ontario
9/23/2020,100,Quebec
9/23/2020,88,Quebec
9/23/2020,78,California
9/23/2020,52,California
9/23/2020,73,Colorado
9/23/2020,73,Florida
9/23/2020,65,Georgia
9/23/2020,76,Hawaii
9/23/2020,83,Illinois
9/23/2020,77,Massachusetts
9/23/2020,56,Michigan
9/23/2020,100,North Carolina
9/23/2020,95,New Jersey
9/23/2020,62,Nevada
9/23/2020,61,New York
9/23/2020,78,New York
9/23/2020,100,Texas
9/23/2020,69,Virginia
9/23/2020,70,Washington
9/24/2020,15,New South Wales
9/24/2020,36,Santiago Province
9/24/2020,95,Alberta
9/24/2020,83,Alberta
9/24/2020,89,British Columbia
9/24/2020,100,Manitoba
9/24/2020,57,Nova Scotia
9/24/2020,77,Ontario
9/24/2020,100,Ontario
9/24/2020,100,Quebec
9/24/2020,86,Quebec
9/24/2020,78,California
9/24/2020,57,California
9/24/2020,72,Colorado
9/24/2020,66,Florida
9/24/2020,62,Georgia
9/24/2020,88,Hawaii
9/24/2020,81,Illinois
9/24/2020,68,Massachusetts
9/24/2020,54,Michigan
9/24/2020,100,North Carolina
9/24/2020,100,New Jersey
9/24/2020,51,Nevada
9/24/2020,65,New York
9/24/2020,84,New York
9/24/2020,89,Texas
9/24/2020,62,Virginia
9/24/2020,70,Washington
9/25/2020,13,New South Wales
9/25/2020,42,Santiago Province
9/25/2020,95,Alberta
9/25/2020,79,Alberta
9/25/2020,88,British Columbia
9/25/2020,100,Manitoba
9/25/2020,64,Nova Scotia
9/25/2020,64,Ontario
9/25/2020,100,Ontario
9/25/2020,100,Quebec
9/25/2020,92,Quebec
9/25/2020,78,California
9/25/2020,57,California
9/25/2020,79,Colorado
9/25/2020,74,Florida
9/25/2020,62,Georgia
9/25/2020,88,Hawaii
9/25/2020,76,Illinois
9/25/2020,74,Massachusetts
9/25/2020,52,Michigan
9/25/2020,95,North Carolina
9/25/2020,100,New Jersey
9/25/2020,40,Nevada
9/25/2020,72,New York
9/25/2020,76,New York
9/25/2020,95,Texas
9/25/2020,64,Virginia
9/25/2020,59,Washington
9/26/2020,18,New South Wales
9/26/2020,28,Santiago Province
9/26/2020,78,Alberta
9/26/2020,59,Alberta
9/26/2020,70,British Columbia
9/26/2020,69,Manitoba
9/26/2020,34,Nova Scotia
9/26/2020,46,Ontario
9/26/2020,83,Ontario
9/26/2020,74,Quebec
9/26/2020,73,Quebec
9/26/2020,75,California
9/26/2020,45,California
9/26/2020,53,Colorado
9/26/2020,55,Florida
9/26/2020,66,Georgia
9/26/2020,94,Hawaii
9/26/2020,67,Illinois
9/26/2020,66,Massachusetts
9/26/2020,54,Michigan
9/26/2020,70,North Carolina
9/26/2020,100,New Jersey
9/26/2020,27,Nevada
9/26/2020,77,New York
9/26/2020,68,New York
9/26/2020,89,Texas
9/26/2020,49,Virginia
9/26/2020,54,Washington
9/27/2020,12,New South Wales
9/27/2020,26,Santiago Province
9/27/2020,95,Alberta
9/27/2020,91,Alberta
9/27/2020,56,British Columbia
9/27/2020,63,Manitoba
9/27/2020,32,Nova Scotia
9/27/2020,39,Ontario
9/27/2020,81,Ontario
9/27/2020,100,Quebec
9/27/2020,59,Quebec
9/27/2020,68,California
9/27/2020,36,California
9/27/2020,51,Colorado
9/27/2020,52,Florida
9/27/2020,68,Georgia
9/27/2020,90,Hawaii
9/27/2020,64,Illinois
9/27/2020,73,Massachusetts
9/27/2020,44,Michigan
9/27/2020,58,North Carolina
9/27/2020,100,New Jersey
9/27/2020,27,Nevada
9/27/2020,47,New York
9/27/2020,83,New York
9/27/2020,70,Texas
9/27/2020,52,Virginia
9/27/2020,50,Washington
9/28/2020,12,New South Wales
9/28/2020,39,Santiago Province
9/28/2020,100,Alberta
9/28/2020,100,Alberta
9/28/2020,91,British Columbia
9/28/2020,100,Manitoba
9/28/2020,100,Nova Scotia
9/28/2020,84,Ontario
9/28/2020,100,Ontario
9/28/2020,100,Quebec
9/28/2020,94,Quebec
9/28/2020,77,California
9/28/2020,47,California
9/28/2020,65,Colorado
9/28/2020,80,Florida
9/28/2020,64,Georgia
9/28/2020,100,Hawaii
9/28/2020,81,Illinois
9/28/2020,73,Massachusetts
9/28/2020,53,Michigan
9/28/2020,96,North Carolina
9/28/2020,100,New Jersey
9/28/2020,44,Nevada
9/28/2020,74,New York
9/28/2020,59,New York
9/28/2020,100,Texas
9/28/2020,65,Virginia
9/28/2020,63,Washington
9/29/2020,21,New South Wales
9/29/2020,46,Santiago Province
9/29/2020,100,Alberta
9/29/2020,81,Alberta
9/29/2020,86,British Columbia
9/29/2020,100,Manitoba
9/29/2020,100,Nova Scotia
9/29/2020,74,Ontario
9/29/2020,100,Ontario
9/29/2020,100,Quebec
9/29/2020,91,Quebec
9/29/2020,75,California
9/29/2020,61,California
9/29/2020,66,Colorado
9/29/2020,78,Florida
9/29/2020,62,Georgia
9/29/2020,100,Hawaii
9/29/2020,87,Illinois
9/29/2020,73,Massachusetts
9/29/2020,51,Michigan
9/29/2020,86,North Carolina
9/29/2020,100,New Jersey
9/29/2020,42,Nevada
9/29/2020,74,New York
9/29/2020,92,New York
9/29/2020,100,Texas
9/29/2020,65,Virginia
9/29/2020,83,Washington
9/30/2020,16,New South Wales
9/30/2020,49,Santiago Province
9/30/2020,96,Alberta
9/30/2020,100,Alberta
9/30/2020,87,British Columbia
9/30/2020,100,Manitoba
9/30/2020,73,Nova Scotia
9/30/2020,74,Ontario
9/30/2020,100,Ontario
9/30/2020,100,Quebec
9/30/2020,90,Quebec
9/30/2020,73,California
9/30/2020,59,California
9/30/2020,65,Colorado
9/30/2020,67,Florida
9/30/2020,66,Georgia
9/30/2020,94,Hawaii
9/30/2020,84,Illinois
9/30/2020,78,Massachusetts
9/30/2020,58,Michigan
9/30/2020,93,North Carolina
9/30/2020,97,New Jersey
9/30/2020,49,Nevada
9/30/2020,75,New York
9/30/2020,87,New York
9/30/2020,100,Texas
9/30/2020,68,Virginia
9/30/2020,71,Washington
10/1/2020,19,New South Wales
10/1/2020,39,Santiago Province
10/1/2020,96,Alberta
10/1/2020,100,Alberta
10/1/2020,93,British Columbia
10/1/2020,100,Manitoba
10/1/2020,64,Nova Scotia
10/1/2020,69,Ontario
10/1/2020,100,Ontario
10/1/2020,100,Quebec
10/1/2020,91,Quebec
10/1/2020,80,California
10/1/2020,53,California
10/1/2020,73,Colorado
10/1/2020,59,Florida
10/1/2020,68,Georgia
10/1/2020,100,Hawaii
10/1/2020,86,Illinois
10/1/2020,67,Massachusetts
10/1/2020,49,Michigan
10/1/2020,96,North Carolina
10/1/2020,100,New Jersey
10/1/2020,45,Nevada
10/1/2020,65,New York
10/1/2020,92,New York
10/1/2020,100,Texas
10/1/2020,67,Virginia
10/1/2020,78,Washington
10/2/2020,16,New South Wales
10/2/2020,53,Santiago Province
10/2/2020,96,Alberta
10/2/2020,100,Alberta
10/2/2020,87,British Columbia
10/2/2020,100,Manitoba
10/2/2020,68,Nova Scotia
10/2/2020,70,Ontario
10/2/2020,100,Ontario
10/2/2020,100,Quebec
10/2/2020,92,Quebec
10/2/2020,79,California
10/2/2020,64,California
10/2/2020,68,Colorado
10/2/2020,66,Florida
10/2/2020,71,Georgia
10/2/2020,92,Hawaii
10/2/2020,76,Illinois
10/2/2020,66,Massachusetts
10/2/2020,51,Michigan
10/2/2020,91,North Carolina
10/2/2020,100,New Jersey
10/2/2020,50,Nevada
10/2/2020,66,New York
10/2/2020,87,New York
10/2/2020,92,Texas
10/2/2020,62,Virginia
10/2/2020,72,Washington
10/3/2020,20,New South Wales
10/3/2020,29,Santiago Province
10/3/2020,88,Alberta
10/3/2020,100,Alberta
10/3/2020,66,British Columbia
10/3/2020,67,Manitoba
10/3/2020,22,Nova Scotia
10/3/2020,41,Ontario
10/3/2020,91,Ontario
10/3/2020,100,Quebec
10/3/2020,74,Quebec
10/3/2020,75,California
10/3/2020,60,California
10/3/2020,59,Colorado
10/3/2020,41,Florida
10/3/2020,58,Georgia
10/3/2020,98,Hawaii
10/3/2020,72,Illinois
10/3/2020,67,Massachusetts
10/3/2020,51,Michigan
10/3/2020,67,North Carolina
10/3/2020,100,New Jersey
10/3/2020,27,Nevada
10/3/2020,78,New York
10/3/2020,67,New York
10/3/2020,70,Texas
10/3/2020,50,Virginia
10/3/2020,55,Washington
10/4/2020,6,New South Wales
10/4/2020,36,Santiago Province
10/4/2020,80,Alberta
10/4/2020,41,Alberta
10/4/2020,63,British Columbia
10/4/2020,61,Manitoba
10/4/2020,25,Nova Scotia
10/4/2020,33,Ontario
10/4/2020,78,Ontario
10/4/2020,44,Quebec
10/4/2020,52,Quebec
10/4/2020,71,California
10/4/2020,43,California
10/4/2020,49,Colorado
10/4/2020,53,Florida
10/4/2020,62,Georgia
10/4/2020,100,Hawaii
10/4/2020,60,Illinois
10/4/2020,68,Massachusetts
10/4/2020,47,Michigan
10/4/2020,69,North Carolina
10/4/2020,100,New Jersey
10/4/2020,25,Nevada
10/4/2020,49,New York
10/4/2020,79,New York
10/4/2020,86,Texas
10/4/2020,57,Virginia
10/4/2020,43,Washington
10/5/2020,10,New South Wales
10/5/2020,56,Santiago Province
10/5/2020,100,Alberta
10/5/2020,100,Alberta
10/5/2020,92,British Columbia
10/5/2020,100,Manitoba
10/5/2020,96,Nova Scotia
10/5/2020,80,Ontario
10/5/2020,100,Ontario
10/5/2020,100,Quebec
10/5/2020,92,Quebec
10/5/2020,78,California
10/5/2020,51,California
10/5/2020,70,Colorado
10/5/2020,78,Florida
10/5/2020,60,Georgia
10/5/2020,100,Hawaii
10/5/2020,75,Illinois
10/5/2020,66,Massachusetts
10/5/2020,45,Michigan
10/5/2020,80,North Carolina
10/5/2020,100,New Jersey
10/5/2020,57,Nevada
10/5/2020,70,New York
10/5/2020,93,New York
10/5/2020,95,Texas
10/5/2020,73,Virginia
10/5/2020,79,Washington
10/6/2020,22,New South Wales
10/6/2020,53,Santiago Province
10/6/2020,100,Alberta
10/6/2020,100,Alberta
10/6/2020,93,British Columbia
10/6/2020,100,Manitoba
10/6/2020,100,Nova Scotia
10/6/2020,72,Ontario
10/6/2020,100,Ontario
10/6/2020,100,Quebec
10/6/2020,92,Quebec
10/6/2020,78,California
10/6/2020,67,California
10/6/2020,66,Colorado
10/6/2020,72,Florida
10/6/2020,66,Georgia
10/6/2020,91,Hawaii
10/6/2020,77,Illinois
10/6/2020,65,Massachusetts
10/6/2020,51,Michigan
10/6/2020,79,North Carolina
10/6/2020,100,New Jersey
10/6/2020,58,Nevada
10/6/2020,69,New York
10/6/2020,91,New York
10/6/2020,97,Texas
10/6/2020,66,Virginia
10/6/2020,71,Washington
10/7/2020,16,New South Wales
10/7/2020,55,Santiago Province
10/7/2020,99,Alberta
10/7/2020,63,Alberta
10/7/2020,86,British Columbia
10/7/2020,100,Manitoba
10/7/2020,100,Nova Scotia
10/7/2020,69,Ontario
10/7/2020,100,Ontario
10/7/2020,100,Quebec
10/7/2020,90,Quebec
10/7/2020,74,California
10/7/2020,60,California
10/7/2020,73,Colorado
10/7/2020,71,Florida
10/7/2020,70,Georgia
10/7/2020,92,Hawaii
10/7/2020,81,Illinois
10/7/2020,75,Massachusetts
10/7/2020,60,Michigan
10/7/2020,86,North Carolina
10/7/2020,100,New Jersey
10/7/2020,76,Nevada
10/7/2020,64,New York
10/7/2020,86,New York
10/7/2020,100,Texas
10/7/2020,65,Virginia
10/7/2020,75,Washington
10/8/2020,24,New South Wales
10/8/2020,50,Santiago Province
10/8/2020,98,Alberta
10/8/2020,100,Alberta
10/8/2020,90,British Columbia
10/8/2020,100,Manitoba
10/8/2020,94,Nova Scotia
10/8/2020,71,Ontario
10/8/2020,100,Ontario
10/8/2020,100,Quebec
10/8/2020,90,Quebec
10/8/2020,81,California
10/8/2020,50,California
10/8/2020,71,Colorado
10/8/2020,64,Florida
10/8/2020,68,Georgia
10/8/2020,100,Hawaii
10/8/2020,76,Illinois
10/8/2020,61,Massachusetts
10/8/2020,50,Michigan
10/8/2020,88,North Carolina
10/8/2020,100,New Jersey
10/8/2020,62,Nevada
10/8/2020,69,New York
10/8/2020,87,New York
10/8/2020,91,Texas
10/8/2020,70,Virginia
10/8/2020,76,Washington
10/9/2020,24,New South Wales
10/9/2020,56,Santiago Province
10/9/2020,89,Alberta
10/9/2020,89,Alberta
10/9/2020,82,British Columbia
10/9/2020,100,Manitoba
10/9/2020,100,Nova Scotia
10/9/2020,64,Ontario
10/9/2020,100,Ontario
10/9/2020,100,Quebec
10/9/2020,93,Quebec
10/9/2020,77,California
10/9/2020,48,California
10/9/2020,79,Colorado
10/9/2020,75,Florida
10/9/2020,67,Georgia
10/9/2020,94,Hawaii
10/9/2020,78,Illinois
10/9/2020,65,Massachusetts
10/9/2020,48,Michigan
10/9/2020,80,North Carolina
10/9/2020,100,New Jersey
10/9/2020,51,Nevada
10/9/2020,74,New York
10/9/2020,85,New York
10/9/2020,96,Texas
10/9/2020,67,Virginia
10/9/2020,70,Washington
10/10/2020,18,New South Wales
10/10/2020,34,Santiago Province
10/10/2020,91,Alberta
10/10/2020,92,Alberta
10/10/2020,72,British Columbia
10/10/2020,61,Manitoba
10/10/2020,100,Nova Scotia
10/10/2020,43,Ontario
10/10/2020,87,Ontario
10/10/2020,94,Quebec
10/10/2020,78,Quebec
10/10/2020,72,California
10/10/2020,43,California
10/10/2020,49,Colorado
10/10/2020,53,Florida
10/10/2020,64,Georgia
10/10/2020,84,Hawaii
10/10/2020,63,Illinois
10/10/2020,63,Massachusetts
10/10/2020,57,Michigan
10/10/2020,52,North Carolina
10/10/2020,100,New Jersey
10/10/2020,24,Nevada
10/10/2020,95,New York
10/10/2020,63,New York
10/10/2020,80,Texas
10/10/2020,52,Virginia
10/10/2020,43,Washington
10/11/2020,25,New South Wales
10/11/2020,15,Santiago Province
10/11/2020,92,Alberta
10/11/2020,100,Alberta
10/11/2020,55,British Columbia
10/11/2020,54,Manitoba
10/11/2020,100,Nova Scotia
10/11/2020,34,Ontario
10/11/2020,55,Ontario
10/11/2020,52,Quebec
10/11/2020,46,Quebec
10/11/2020,70,California
10/11/2020,45,California
10/11/2020,55,Colorado
10/11/2020,54,Florida
10/11/2020,66,Georgia
10/11/2020,82,Hawaii
10/11/2020,57,Illinois
10/11/2020,65,Massachusetts
10/11/2020,47,Michigan
10/11/2020,56,North Carolina
10/11/2020,100,New Jersey
10/11/2020,31,Nevada
10/11/2020,50,New York
10/11/2020,75,New York
10/11/2020,79,Texas
10/11/2020,66,Virginia
10/11/2020,57,Washington
10/12/2020,22,New South Wales
10/12/2020,38,Santiago Province
10/12/2020,19,Alberta
10/12/2020,40,Alberta
10/12/2020,21,British Columbia
10/12/2020,10,Manitoba
10/12/2020,17,Nova Scotia
10/12/2020,17,Ontario
10/12/2020,10,Ontario
10/12/2020,13,Quebec
10/12/2020,16,Quebec
10/12/2020,79,California
10/12/2020,39,California
10/12/2020,69,Colorado
10/12/2020,83,Florida
10/12/2020,57,Georgia
10/12/2020,86,Hawaii
10/12/2020,68,Illinois
10/12/2020,51,Massachusetts
10/12/2020,52,Michigan
10/12/2020,77,North Carolina
10/12/2020,83,New Jersey
10/12/2020,43,Nevada
10/12/2020,47,New York
10/12/2020,38,New York
10/12/2020,96,Texas
10/12/2020,69,Virginia
10/12/2020,67,Washington
10/13/2020,21,New South Wales
10/13/2020,56,Santiago Province
10/13/2020,99,Alberta
10/13/2020,100,Alberta
10/13/2020,68,British Columbia
10/13/2020,100,Manitoba
10/13/2020,60,Nova Scotia
10/13/2020,67,Ontario
10/13/2020,85,Ontario
10/13/2020,100,Quebec
10/13/2020,70,Quebec
10/13/2020,83,California
10/13/2020,46,California
10/13/2020,64,Colorado
10/13/2020,74,Florida
10/13/2020,68,Georgia
10/13/2020,90,Hawaii
10/13/2020,80,Illinois
10/13/2020,68,Massachusetts
10/13/2020,57,Michigan
10/13/2020,82,North Carolina
10/13/2020,100,New Jersey
10/13/2020,49,Nevada
10/13/2020,67,New York
10/13/2020,85,New York
10/13/2020,91,Texas
10/13/2020,67,Virginia
10/13/2020,81,Washington
10/14/2020,23,New South Wales
10/14/2020,48,Santiago Province
10/14/2020,94,Alberta
10/14/2020,82,Alberta
10/14/2020,90,British Columbia
10/14/2020,100,Manitoba
10/14/2020,69,Nova Scotia
10/14/2020,73,Ontario
10/14/2020,100,Ontario
10/14/2020,100,Quebec
10/14/2020,88,Quebec
10/14/2020,77,California
10/14/2020,55,California
10/14/2020,64,Colorado
10/14/2020,74,Florida
10/14/2020,71,Georgia
10/14/2020,80,Hawaii
10/14/2020,83,Illinois
10/14/2020,76,Massachusetts
10/14/2020,48,Michigan
10/14/2020,81,North Carolina
10/14/2020,100,New Jersey
10/14/2020,57,Nevada
10/14/2020,68,New York
10/14/2020,93,New York
10/14/2020,100,Texas
10/14/2020,74,Virginia
10/14/2020,76,Washington
10/15/2020,18,New South Wales
10/15/2020,49,Santiago Province
10/15/2020,95,Alberta
10/15/2020,92,Alberta
10/15/2020,91,British Columbia
10/15/2020,100,Manitoba
10/15/2020,67,Nova Scotia
10/15/2020,68,Ontario
10/15/2020,100,Ontario
10/15/2020,100,Quebec
10/15/2020,91,Quebec
10/15/2020,81,California
10/15/2020,51,California
10/15/2020,64,Colorado
10/15/2020,73,Florida
10/15/2020,67,Georgia
10/15/2020,77,Hawaii
10/15/2020,84,Illinois
10/15/2020,64,Massachusetts
10/15/2020,56,Michigan
10/15/2020,79,North Carolina
10/15/2020,100,New Jersey
10/15/2020,49,Nevada
10/15/2020,64,New York
10/15/2020,92,New York
10/15/2020,93,Texas
10/15/2020,63,Virginia
10/15/2020,74,Washington
10/16/2020,18,New South Wales
10/16/2020,61,Santiago Province
10/16/2020,93,Alberta
10/16/2020,100,Alberta
10/16/2020,91,British Columbia
10/16/2020,100,Manitoba
10/16/2020,54,Nova Scotia
10/16/2020,76,Ontario
10/16/2020,100,Ontario
10/16/2020,100,Quebec
10/16/2020,88,Quebec
10/16/2020,80,California
10/16/2020,51,California
10/16/2020,75,Colorado
10/16/2020,76,Florida
10/16/2020,66,Georgia
10/16/2020,88,Hawaii
10/16/2020,78,Illinois
10/16/2020,68,Massachusetts
10/16/2020,59,Michigan
10/16/2020,76,North Carolina
10/16/2020,100,New Jersey
10/16/2020,34,Nevada
10/16/2020,56,New York
10/16/2020,79,New York
10/16/2020,99,Texas
10/16/2020,58,Virginia
10/16/2020,72,Washington
